Date,Daily_Revenue,Daily_Profit,Daily_Cost,Daily_Units,Daily_Orders,Daily_Margin,Avg_Shipping
2011-07-27,4669733.36875,1438645.27875,3096994.795,15321,3,30.717136822982226,15.666666666666666
2011-07-28,13033397.34875,3665957.14,9016572.605,38873,7,28.617383059295996,22.142857142857142
2011-07-29,8639364.47,1951450.03,6108790.745,22141,4,28.1258710949918,11.5
2011-07-30,4951290.65875,1493610.1499999992,3272642.465,24971,3,31.865281909649855,20.0
2011-07-31,6227203.4799999995,1676339.8599999999,4228970.325,36904,6,29.630160985267267,30.666666666666668
2011-08-01,1967613.4200000002,958780.0499999998,1008833.37,18519,4,43.14303415177738,21.25
2011-08-02,1798418.1600000001,959130.1400000001,839288.02,12613,3,45.91919986888317,25.0
2011-08-03,807298.4099999999,313772.0999999999,493526.3100000001,6189,2,35.819738429727295,22.5
2011-08-04,3524063.6,1039676.6199999999,2484386.98,10418,2,31.227280718828204,15.5
2011-08-05,10198581.13875,2509815.9,6856392.885,39728,8,34.131670359917585,19.0
2011-08-06,5195145.11,1471052.6700000002,3434796.525,11203,3,43.18476490993311,5.666666666666667
2011-08-07,2535101.14,698895.55,1836205.5899999999,35366,7,28.197259947121534,24.285714285714285
2011-08-08,7348017.22,2821451.59,4526565.63,35007,7,38.584571361611005,28.571428571428573
2011-08-09,299963.79,40669.19999999998,259294.59,711,1,13.558036455000114,45.0
2011-08-10,6451105.79875,2156951.5899999994,3784842.855,36963,6,43.00295440473078,22.5
2011-08-11,3168261.48,1020575.9299999999,2147685.5500000003,11405,3,34.442774012760886,22.333333333333332
2011-08-12,7636332.7787500005,2443616.7800000003,4856872.145,30753,8,37.30294839768153,23.5
2011-08-13,481542.12000000005,154907.72000000006,326634.4,8632,2,31.832548432043268,38.5
2011-08-14,4784055.09,905513.8599999996,3267496.765,15335,3,29.17957963168227,11.333333333333334
2011-08-15,5226024.76,1409275.0899999999,3816749.67,18906,4,27.746799619433254,36.75
2011-08-16,3469052.8800000004,805096.9500000001,2663955.93,7595,3,29.980357665996355,28.333333333333332
2011-08-17,12226679.578750001,3425476.61,8290124.115000001,47864,9,33.74164088401272,29.11111111111111
2011-08-18,5259359.69875,1730696.05875,3277575.32,14924,3,37.19135494987907,22.0
2011-08-19,3467962.4000000004,1382594.0,2085368.4,14960,3,39.389807695755074,33.333333333333336
2011-08-20,8107396.09,1977006.4600000002,5736335.715,24779,4,35.804027950470136,17.0
2011-08-21,4033788.9000000004,866150.77,2942337.475,8125,2,30.182264259135472,24.0
2011-08-22,5246643.45875,1746226.32875,3366323.835,16668,3,35.632758181628134,26.333333333333332
2011-08-23,8995175.08,3212782.39,5782392.6899999995,62982,10,34.20427306374631,21.5
2011-08-24,1897655.23,334890.66000000015,1562764.5699999998,11963,2,23.280598838669718,28.5
2011-08-25,2921979.27,566483.75,2355495.52,4487,1,19.386987300563565,39.0
2011-08-26,12615192.17875,3496997.60875,8772974.540000001,50606,8,29.37054539916045,16.0
2011-08-27,5611675.85,1955673.57,3656002.28,17938,4,34.86554229391585,11.25
2011-08-28,2294659.71,311110.80000000005,1983548.91,5439,1,13.558036455000122,35.0
2011-08-29,1254961.44,505848.94999999995,749112.49,3418,3,40.12916101955221,22.0
2011-08-30,7241112.04,2036134.59875,4966435.34,24253,4,36.22447541377802,39.0
2011-08-31,3212627.24,664244.3400000001,2548382.9,23492,6,27.022854674911894,26.666666666666668
2011-09-01,363538.88,90157.12,273381.76,544,1,24.799856345489097,50.0
2011-09-02,1798805.52,751753.6399999999,1047051.8800000001,10534,2,42.022557677400115,24.0
2011-09-03,4335056.6,1709246.08,2625810.52,22677,4,40.64339526189845,31.0
2011-09-04,12824436.498750001,3939465.9987500003,8578710.7,31191,7,37.88396519113961,21.428571428571427
2011-09-05,6897689.640000001,1391805.3399999999,5163821.6850000005,12800,2,19.178946400244605,27.5
2011-09-06,7403111.43,2398765.2800000003,5004346.15,28374,7,36.618205663915596,27.142857142857142
2011-09-07,6284846.27,1911007.6600000001,4130776.375,11280,3,33.56908666063328,15.333333333333334
2011-09-08,4630374.11,1988033.84,2642340.27,36695,4,42.104883812099175,21.75
2011-09-09,5032656.5,2019560.2000000002,3013096.3,20969,5,39.59979250314395,22.6
2011-09-10,7253702.359999999,1446801.88,5345892.785,11708,3,27.280516246073322,23.666666666666668
2011-09-11,5283956.32,1191028.5999999994,3530387.025,17447,3,33.38284588826256,10.0
2011-09-12,6963964.978750001,1849728.3587500001,4980143.325,14816,4,25.06586235708165,24.0
2011-09-13,10035019.42,2933394.29875,6275619.595,32706,5,34.56186569709904,31.6
2011-09-14,9647594.46,2926253.23,6379278.615,37073,9,33.02224802781333,23.77777777777778
2011-09-15,4634540.30875,1124324.9600000004,3055822.745,17617,3,32.34153352701517,20.666666666666668
2011-09-16,8422740.08,2575764.18,5846975.9,39699,6,31.993161152520145,14.166666666666666
2011-09-17,4250980.63875,1317692.79875,2799194.545,9136,2,33.4829791876927,16.0
2011-09-18,8235798.74875,2261902.9599999995,5773610.585,19445,4,26.28195426538173,21.5
2011-09-19,224597.76,81166.08000000002,143431.68,1472,1,36.13841918993316,1.0
2011-09-20,14255266.52875,4067409.089999999,9640292.334999999,45093,8,36.3755900081817,23.875
2011-09-21,488866.32000000007,176668.56000000006,312197.76,3204,1,36.13841918993316,50.0
2011-09-22,3110126.8200000003,783609.4200000002,2326517.4,14283,3,37.14116200199045,11.666666666666666
2011-09-23,1750986.0,696349.3500000001,1054636.65,4005,1,39.76898444647759,35.0
2011-09-24,8230063.7175,2537126.1175,5255616.645,19250,2,30.827539185452245,44.5
2011-09-25,8414132.51875,1847455.1799999997,5592016.29,20215,3,35.24468134111313,32.666666666666664
2011-09-26,3119270.97,1183748.34,1935522.63,13701,4,35.67693961702278,16.5
2011-09-27,4592661.37,1009385.95,3583275.42,7195,3,19.248293367017595,38.333333333333336
2011-09-28,4992753.75875,1558342.589999999,3212083.875,11389,2,35.875462911106496,28.0
2011-09-29,3048934.0799999996,484142.3599999998,2564791.7199999997,8538,2,24.84822782246663,24.0
2011-09-30,1864259.1,802891.1699999999,1061367.93,9063,1,43.06757413709285,7.0
2011-10-01,4957778.57,2226061.56,2731717.0100000002,34439,5,42.926041508808154,27.4
2011-10-02,4179843.7487500003,1230105.08,2757314.815,10379,2,30.035987630460518,10.5
2011-10-03,8716592.52,2609147.2800000003,6107445.24,43931,7,31.800076179924506,21.428571428571427
2011-10-04,6826297.33,1846627.92,4979669.41,17180,4,30.89510378275622,8.25
2011-10-05,4087202.2000000007,1547324.9800000004,2539877.2199999997,17782,4,36.68533145240674,35.0
2011-10-06,3412970.69,1459862.78,1953107.9100000001,34843,6,38.3981013738767,33.166666666666664
2011-10-07,5686401.58875,867546.4499999997,3979103.985,12254,2,16.533115059324658,25.0
2011-10-09,2766873.52,1087424.8900000001,1679448.6300000001,7279,2,38.65995446078189,28.0
2011-10-10,4428067.05875,954710.9199999996,2900919.7849999997,7292,2,29.97214194865539,8.5
2011-10-11,1953249.6600000001,1031727.76,921521.9,24050,4,49.51803117063364,20.0
2011-10-12,3532118.5100000002,574362.5999999999,2957755.91,13879,4,22.109986048373667,19.5
2011-10-13,1692494.79,328123.75,1364371.04,2599,1,19.386987300563565,10.0
2011-10-14,4971029.75,1482666.3900000001,3068302.545,15898,3,51.2646717063372,23.0
2011-10-15,6139052.38875,1976894.5199999998,3986069.245,23823,4,35.50403975435812,29.25
2011-10-16,3374607.96,1259564.4200000002,2115043.54,15592,3,38.918972600704066,31.666666666666668
2011-10-17,6387498.07,1410248.37,4730425.6850000005,13604,4,26.538979160229037,24.25
2011-10-18,2150458.05,968849.46,1181608.5899999999,12420,5,44.11883163804399,22.2
2011-10-19,4158229.92,1739452.0599999998,2418777.86,21158,3,41.27136660042594,41.666666666666664
2011-10-20,7407120.768750001,2671627.76,4569707.905,39589,6,37.56549534205178,26.166666666666668
2011-10-21,7956250.74875,2387494.86875,5434662.585,16948,4,34.09348029878157,25.5
2011-10-22,10385470.717500001,3117319.35875,6744936.71,27837,6,33.40683242520595,40.666666666666664
2011-10-23,96940.35,31993.380000000005,64946.97,2043,1,33.00316122233931,37.0
2011-10-24,4144775.89875,996346.8300000003,2734436.465,11019,2,24.928159171281692,22.5
2011-10-25,3785699.8699999996,1576168.33,2209531.54,23492,5,42.266323570685095,19.4
2011-10-27,2327603.7800000003,939148.04,1388455.74,26576,5,37.970251295242576,15.4
2011-10-28,1339085.52,473343.24,865742.28,9874,2,33.40017741584018,14.0
2011-10-29,7749263.05,1626167.54,5574048.345000001,17333,3,25.302939091858466,28.0
2011-10-30,462391.44,62691.20000000001,399700.24,1096,1,13.558036455000122,21.0
2011-10-31,4234764.569999999,1251752.3499999996,2983012.2199999997,21914,6,31.704312590318864,19.166666666666668
2011-11-01,7836825.49875,2023851.72,5227154.925,23847,5,31.46611565157192,25.0
2011-11-02,6112631.5,1776725.4800000004,4335906.02,26696,7,30.335151401211267,28.571428571428573
2011-11-03,1420169.69,455357.52,964812.1699999999,6688,2,40.380775182112075,35.5
2011-11-04,11198563.96875,2896505.11875,8167965.555000001,27111,6,32.36801475974151,19.333333333333332
2011-11-05,2856607.92,977482.1299999999,1879125.79,12581,3,35.58497959363462,14.0
2011-11-06,768810.48,434839.05999999994,333971.42000000004,5591,2,52.377219192155096,42.0
2011-11-07,4006350.78,1050947.7799999998,2955403.0,14977,3,31.784647347638188,18.0
2011-11-08,6476859.75,1202331.5199999998,5058078.345,21252,4,32.61450150228934,36.5
2011-11-09,4875452.47,1146823.54,3015835.955,17887,3,37.92157052885448,30.333333333333332
2011-11-10,5768095.6587499995,1647489.9000000001,3688054.405,18414,3,35.17658267819799,17.666666666666668
2011-11-11,3474218.4000000004,1297977.3900000001,2176241.0100000002,30034,5,34.67550686015913,22.4
2011-11-12,5541450.11,1431360.75,3939909.505,13191,2,28.46895588782487,11.0
2011-11-13,5272475.86,1255057.19,3693950.4949999996,14624,5,34.584136666720916,17.4
2011-11-14,14255183.47625,3558835.53,9277367.635,33396,7,29.5863968025562,25.714285714285715
2011-11-15,1662560.74,246774.06999999992,1415786.6700000002,10609,3,25.646538245005548,3.0
2011-11-16,2868020.01,440010.3999999998,2428009.6100000003,9749,2,22.109986048373663,43.0
2011-11-17,1788894.7700000003,644088.4100000003,1144806.3599999999,18829,4,31.337662818720002,13.5
2011-11-18,6385813.31875,1831713.59875,4420006.425,11935,2,27.813697765470668,22.0
2011-11-19,7327480.11,2278821.7799999993,5048658.33,26054,6,40.69891828598477,18.166666666666668
2011-11-20,4234791.57,1529049.2400000005,2705742.33,31778,5,34.698571943807806,36.4
2011-11-21,13986185.4375,3789528.3899999997,9271187.959999999,26946,6,31.83545833231574,23.0
2011-11-22,4156722.88,1343375.0599999998,2813347.82,15634,3,32.82973333683614,18.333333333333332
2011-11-23,6282628.99875,964000.1799999996,4484140.0649999995,20951,3,19.342365759446405,24.0
2011-11-24,10607711.62875,2738393.37,6873792.24,32274,4,31.31763901873711,29.25
2011-11-25,3961529.5,1656112.71,2305416.79,25758,5,39.29168603571216,21.6
2011-11-26,10162717.88875,2768133.73875,7133489.29,30754,6,25.976510848134936,23.5
2011-11-27,3639107.22,875599.7,2763507.5200000005,8297,2,43.29525060489379,34.5
2011-11-28,4480093.858750001,1336780.1499999994,2932256.0549999997,8025,2,34.36310066300389,38.0
2011-11-29,3794985.38,1542695.2699999996,2252290.11,23345,5,33.84852573385099,20.2
2011-11-30,3607345.8200000003,1442003.4100000001,2165342.4099999997,15627,2,40.30924930608952,19.5
2011-12-01,5538948.62,2146325.42875,3344468.74,13645,3,38.07399104649371,36.0
2011-12-02,9158353.2,2939975.03,6218378.17,31050,7,35.148478377825526,25.857142857142858
2011-12-03,1158008.04,668919.7200000001,489088.32000000007,9683,2,51.67096654957859,23.0
2011-12-04,5387166.0200000005,1690906.77,3696259.25,24044,5,38.71487297443472,29.8
2011-12-05,5022400.08875,1575655.8887500002,3312650.905,17239,3,34.15567201496895,24.333333333333332
2011-12-06,4682190.34,1036870.3299999998,3607568.2249999996,21409,3,29.876257271477424,18.666666666666668
2011-12-07,6000443.92875,1775690.4387500002,4090660.195,13289,3,31.094033541036225,12.666666666666666
2011-12-08,7746060.03875,2684263.25875,4927703.484999999,28091,4,36.37360601704474,30.75
2011-12-09,7064540.82,2216613.1187500004,4726400.109999999,20984,4,32.342135738479904,20.0
2011-12-10,7416656.67875,1799426.0699999994,5292316.445,18441,4,25.845094449628757,6.75
2011-12-11,2277488.49,790405.3800000001,1487083.11,18313,3,34.31292467387118,27.0
2011-12-12,601928.1000000001,217527.3000000001,384400.8,3945,1,36.13841918993316,23.0
2011-12-13,3072402.69,736069.2,2336333.49,18609,4,29.214279491237125,20.0
2011-12-14,8072899.44875,3150617.68875,4605624.27,35348,8,48.17267802624347,30.0
2011-12-15,1205981.68,494181.6399999999,711800.04,7828,1,40.97754121770738,36.0
2011-12-16,3385583.26,876614.84,2508968.42,19621,5,29.224272252221965,25.6
2011-12-17,3486703.52,1331417.08,2155286.44,23743,4,35.124384671914264,24.5
2011-12-18,2219729.1,889053.5999999999,1330675.5,5568,2,41.41827929178521,22.0
2011-12-19,9275332.63875,2873480.89,5802776.645,42391,8,38.500981427122746,27.875
2011-12-20,940554.1100000001,371324.49,569229.62,9415,4,36.50354708741593,44.5
2011-12-21,4783836.36,1177981.02,3532268.125,15561,3,31.038832359801205,36.333333333333336
2011-12-22,189041.49,57963.78000000003,131077.71,2313,1,30.661935641747228,42.0
2011-12-23,3873410.6,1590731.84,2282678.76,26042,5,36.43052150791938,34.4
2011-12-24,355969.14,128641.62000000002,227327.52,2333,1,36.13841918993316,48.0
2011-12-25,2054489.7000000002,742460.1000000001,1312029.5999999999,13465,2,36.13841918993316,44.5
2011-12-26,6751981.649999999,2041658.11,4165322.2449999996,23604,4,41.449123634203396,26.5
2011-12-27,6863680.63875,1649566.2987500003,5080021.045,23563,3,23.40540981512757,20.333333333333332
2011-12-28,3696178.58,1518723.9999999998,2177454.58,20877,3,40.061178181577795,34.666666666666664
2011-12-29,8396627.45,2615626.91875,5767098.47,21006,5,30.605886750727173,32.4
2011-12-30,4115031.85875,841708.75,2712375.505,6667,1,20.45448926987606,44.0
2012-01-01,9608320.07875,2552892.6100000003,6496247.364999999,26162,6,29.90948822513161,28.833333333333332
2012-01-02,6383787.24875,1738258.25875,4511435.694999999,12713,3,29.994503644164467,42.0
2012-01-03,4561920.069999999,1013975.3699999999,3547944.7,20721,4,30.335943173836306,19.5
2012-01-04,3433456.46,1952554.29,1480902.17,26605,5,56.02780148409313,25.8
2012-01-05,3195733.1500000004,949468.9700000002,2246264.1799999997,11782,2,30.469137767711132,6.5
2012-01-06,3454106.48,1361184.9299999997,2092921.55,14963,4,50.046106345411125,22.5
2012-01-07,1459946.83,545734.2400000001,914212.59,8623,3,36.396800444846924,22.0
2012-01-08,945529.3800000001,291399.7800000001,654129.6000000001,5265,2,24.848227822466633,27.5
2012-01-09,1442504.8499999999,531840.0499999999,910664.7999999999,14315,3,29.737410694982277,45.333333333333336
2012-01-10,6481596.859999999,1613506.5499999998,4700144.195,14767,3,24.238002734013758,19.0
2012-01-12,3323652.83,962927.8999999999,2360724.9299999997,18029,3,29.876257271477424,28.0
2012-01-13,3025739.25,1498276.18,1527463.07,27266,5,49.87305429524042,29.4
2012-01-14,1776138.42,690525.67,1085612.75,7361,2,40.30924930608952,29.0
2012-01-15,6551700.97875,2019028.05,4186981.575,22772,5,36.401483417321856,27.0
2012-01-16,4185320.69,1119587.1300000001,3065733.56,19409,3,30.224665620880216,35.333333333333336
2012-01-17,235403.68,96462.63999999998,138941.04,1528,1,40.97754121770738,28.0
2012-01-18,9525909.6,2138926.75875,7021863.38,30320,5,23.99319424795342,13.0
2012-01-19,2560752.0,431252.2599999998,2129499.74,14156,2,23.280598838669707,17.5
2012-01-20,9241567.18875,2106426.8,6407225.869999999,18158,3,20.5303754657855,14.333333333333334
2012-01-21,958423.94,370426.15,587997.79,13166,4,34.277772014714145,36.5
2012-01-22,5547336.26,1716383.1899999997,3830953.07,20481,5,32.406226253078856,36.0
2012-01-23,10650726.52,1662882.1999999997,8284897.975,28248,7,25.60782891321544,22.285714285714285
2012-01-24,2227820.58,805099.1400000001,1422721.44,14601,2,36.13841918993315,18.5
2012-01-25,1814228.27,817696.5,996531.7700000001,24627,6,36.86103900338108,13.5
2012-01-26,8931569.72875,2701714.18875,6095762.245,25545,4,32.18574804470234,29.75
2012-01-27,14517334.07875,3930630.55875,10278870.885,37397,5,26.09572057489894,23.0
2012-01-28,12186311.09,4139655.05,8046656.04,48596,13,36.07124854239207,28.384615384615383
2012-01-29,6096124.618749999,2081611.6200000003,3872336.645,27645,4,41.74405147412103,22.25
2012-01-30,8277015.92,2475204.2499999995,5801811.67,33228,6,34.18692838224727,19.166666666666668
2012-01-31,4628707.88,723416.02,3100961.695,16500,2,22.109986048373667,13.5
2012-02-01,99091.29000000001,28284.14000000001,70807.15,510,2,24.848227822466637,14.5
2012-02-02,62221.770000000004,16072.29,46149.479999999996,6669,2,25.830653804930336,28.0
2012-02-03,6221588.88,2109966.96,4111621.9200000004,31769,9,37.38963984609836,18.666666666666668
2012-02-04,8751335.03,2063877.2499999998,6687457.78,21692,6,31.883256431770764,31.666666666666668
2012-02-05,1379639.3900000001,707667.02,671972.37,17200,5,37.472240043997616,14.8
2012-02-06,186406.41999999998,56813.23999999998,129593.18,2954,2,28.24629472333877,23.5
2012-02-08,1080882.18,146546.3999999999,934335.78,2562,1,13.55803645500011,39.0
2012-02-09,8577666.64,2345004.4,6232662.24,23716,5,24.702133589714162,27.6
2012-02-10,3340787.65,669411.1899999998,2671376.46,15472,5,34.31677084996941,19.2
2012-02-11,11233920.27,2827621.6887499997,7422130.944999999,24795,5,29.216881922189184,37.6
2012-02-12,1863174.24,907555.5199999999,955618.72,13555,2,54.0905275634657,33.5
2012-02-13,2192909.6,886654.23,1306255.37,12072,2,39.602996663513004,21.0
2012-02-14,634221.18,190227.80999999997,443993.37,16086,2,28.24629472333877,30.5
2012-02-15,85089.6,21979.200000000004,63110.4,9120,1,25.830653804930336,1.0
2012-02-16,1418945.76,631467.5999999999,787478.16,7260,2,55.13554402315843,15.5
2012-02-17,141951.15000000002,45537.27000000002,96413.88,6555,2,30.984536497431748,36.0
2012-02-18,1249132.8599999999,695660.9899999999,553471.87,18428,3,45.367247283749066,13.666666666666666
2012-02-19,3836697.8,1288158.3499999999,2548539.45,11890,3,45.02364813060198,33.0
2012-02-20,8550564.77875,2748647.41875,5667824.0649999995,19652,4,30.306758445587313,10.0
2012-02-21,2835482.82,1098929.6099999999,1736553.21,18487,2,38.557980203820264,32.0
2012-02-22,4422292.45,973914.62,2992619.735,8428,2,31.22728071882821,31.0
2012-02-23,10202574.5175,3311760.18,6459760.89,42540,6,37.8003549609675,18.666666666666668
2012-02-24,2442188.8899999997,543847.9499999998,1898340.94,17324,5,29.6598510237361,18.4
2012-02-25,1152855.67,408013.8800000001,744841.79,12101,3,31.657411405734262,23.333333333333332
2012-02-26,8145543.91875,2665688.3999999994,5059297.915,21480,5,43.39475482561345,18.2
2012-02-27,1444725.82,566328.39,878397.43,14075,2,36.99035122002335,14.0
2012-02-28,3469520.9699999997,1111888.1100000003,2357632.86,20482,4,28.62263480252571,14.75
2012-02-29,5592784.19,1430669.2400000002,3713706.295,15779,3,32.638484331119045,16.333333333333332
2012-03-01,3851432.2199999997,732153.2399999998,3119278.98,9517,3,30.292648458854625,18.666666666666668
2012-03-02,11218532.98875,3056778.20875,7495259.2299999995,26196,5,28.940672547350346,29.4
2012-03-03,17699929.03875,6116269.830000001,11087982.855,64895,12,40.57703911277082,24.75
2012-03-04,4294266.390000001,1066580.12,3227686.2700000005,19775,5,38.2466278583163,22.4
2012-03-05,7205336.358750001,2725178.66875,4170610.11,32718,6,39.232222302456584,27.166666666666668
2012-03-06,8417115.77,2190165.23,6226950.54,27403,8,43.80633518994558,19.75
2012-03-08,2629180.68,1054344.55,1574836.1300000001,27273,4,35.197224365671104,25.5
2012-03-09,9875380.60875,2482634.2299999995,7086148.25,16279,3,24.82437073477912,1.6666666666666667
2012-03-10,3295470.5100000002,1114703.1,2180767.41,23688,6,35.15855394447973,28.333333333333332
2012-03-11,3488680.48,1302004.6600000001,2186675.82,18445,4,38.846237133682415,40.0
2012-03-12,2044121.44,1045643.1199999999,998478.3200000001,15378,2,54.0905275634657,29.5
2012-03-13,1239867.72,205497.58,1034370.14,6536,2,23.28059883866971,20.0
2012-03-14,1317528.3,476133.9,841394.4,8635,1,36.13841918993315,20.0
2012-03-15,9827713.76,3035405.67,6792308.09,37212,7,34.58441536578017,27.0
2012-03-16,1443444.1,665632.3,777811.7999999999,13530,3,43.528364063080176,36.0
2012-03-17,233400.9,95641.94999999998,137758.95,1515,1,40.97754121770738,28.0
2012-03-18,742461.99,412325.67999999993,330136.31,11073,3,41.23203445196719,23.0
2012-03-19,8195776.16875,1966754.7099999997,5750136.355,19096,3,25.97016475009187,12.666666666666666
2012-03-20,551840.9600000001,169205.12000000005,382635.84,6752,1,30.661935641747224,37.0
2012-03-21,4853381.27,1184740.65,3393468.765,11810,5,38.633536135780574,30.2
2012-03-22,9174700.18,1953669.67,7221030.510000001,43678,7,24.946755189391233,32.42857142857143
2012-03-23,5170172.33,1868385.6299999997,3301786.7,16266,4,33.427605301059785,22.75
2012-03-24,1057531.98,382175.34,675356.64,6931,1,36.138419189933146,37.0
2012-03-25,4246540.41,823276.25,3423264.16,6521,2,19.386987300563565,22.5
2012-03-26,6461580.62,2146379.97,4315200.649999999,23326,6,32.505715414622266,29.333333333333332
2012-03-27,1438466.32,353478.9600000001,1084987.36,6225,3,30.22466562088022,35.666666666666664
2012-03-28,2606884.38,969354.48,1637529.9000000001,18541,3,35.925965349795916,44.333333333333336
2012-03-29,3452633.6,1348163.3599999999,2104470.24,9728,2,38.65995446078188,18.0
2012-03-31,1431241.1,584764.33,846476.77,18869,5,39.06711604307124,29.8
2012-04-01,1646419.25,869648.5799999998,776770.67,17065,2,48.93272477548561,31.0
2012-04-02,5166800.21,1108269.22,3581774.495,9154,3,28.388128287920015,21.0
2012-04-03,5034756.66,2259554.67,2775201.99,20559,4,48.27691165747182,27.0
2012-04-04,2485661.36,933388.82,1552272.5399999998,9737,1,37.550924475086184,17.0
2012-04-05,15832152.67,4781175.47875,10100071.295,54580,8,39.21605572398401,20.75
2012-04-06,4175885.9499999997,843611.06,3332274.89,26714,6,24.262955891923543,15.166666666666666
2012-04-07,4284565.20875,863459.11,2817233.495,12101,4,32.84429113814206,15.5
2012-04-09,8556411.6075,2637190.6975000002,5651034.319999999,23184,3,30.772338004217236,33.0
2012-04-10,2310143.37,1113346.8,1196796.57,19923,3,45.44836477383217,28.666666666666668
2012-04-11,5837216.03,1835341.48,4001874.5500000003,20447,3,32.84312204144305,23.666666666666668
2012-04-12,3942058.06,1115561.43,2826496.63,14411,4,40.345012244100786,25.0
2012-04-13,8924781.02875,3060532.89875,5544957.34,29061,6,38.07900573396575,23.666666666666668
2012-04-15,13109706.54875,4130372.4987500003,8719029.18,43455,8,32.81943631838134,22.5
2012-04-16,8863352.25875,2197614.709999999,6031901.3,25972,4,28.212818386801523,28.0
2012-04-17,744304.2900000002,266178.33000000013,478125.96,7613,2,30.984536497431748,31.5
2012-04-18,2709732.48,1093209.3900000001,1616523.0899999999,14976,3,38.44813750565306,23.333333333333332
2012-04-19,8463895.04875,2520815.2499999995,5771465.885,23145,5,29.02301920047027,16.8
2012-04-20,11227579.0175,2930307.33875,7744388.279999999,23033,4,27.015909966240667,22.5
2012-04-21,8096379.37875,2314900.61,5553019.465,22637,4,31.243417501217543,24.0
2012-04-22,4271612.91,1631662.26,2639950.65,32111,5,34.04845526664037,26.2
2012-04-23,8959125.43,2556148.69,6298615.545,22813,5,30.791766437740414,35.8
2012-04-24,1524276.88,572380.0600000002,951896.82,5971,1,37.55092447508619,3.0
2012-04-25,8111035.2387500005,3044625.96,4472384.175,34984,4,49.28131749704316,25.5
2012-04-26,2274499.43,875397.4100000001,1399102.02,14666,3,36.396800444846924,36.0
2012-04-27,1492651.0,539082.55,953568.45,5345,2,33.933715241290976,31.0
2012-04-28,1419701.34,555641.67,864059.6699999999,12934,3,34.31553807085696,28.333333333333332
2012-04-29,6519806.28875,2300145.5487500005,4085567.445,26189,4,40.353157843673195,13.5
2012-04-30,1887760.72,1107793.35,779967.37,30389,5,43.346054214011176,17.6
2012-05-01,3278726.62,1405583.92,1873142.7,26604,4,41.68087784479342,7.0
2012-05-02,345161.67,104817.69,240343.98,6219,2,28.246294723338774,32.0
2012-05-03,2221075.98,874538.1900000002,1346537.79,15904,3,37.4030515164551,38.666666666666664
2012-05-04,1958826.63,1026330.73,932495.9,15725,3,46.28099692289286,9.666666666666666
2012-05-05,3079923.4800000004,950705.1600000003,2129218.32,17178,3,28.61162494495547,9.0
2012-05-06,369334.07,116304.81000000006,253029.26,14491,3,28.22148961073333,27.0
2012-05-07,1293129.4000000001,533489.1100000001,759640.29,10874,3,33.18672119459013,24.0
2012-05-08,4858888.49,1616107.1800000002,3242781.31,14824,3,45.023648130602,40.333333333333336
2012-05-09,11619711.6075,2635131.7199999997,8123895.93,23910,6,27.121760851019996,24.0
2012-05-10,1500638.7400000002,593106.52,907532.22,9769,2,38.55798020382027,8.0
2012-05-11,6375546.51875,1648693.74,4311471.425,28363,6,30.892030134223656,33.333333333333336
2012-05-12,44461.12,13632.640000000005,30828.48,544,1,30.661935641747224,15.0
2012-05-13,4494301.8,1840059.18,2654242.62,14394,2,41.41827929178522,30.5
2012-05-14,6370399.359999999,2209742.4299999997,4160656.93,30149,6,40.71022428772446,16.666666666666668
2012-05-15,2904993.87,1418420.43,1486573.44,25632,4,44.85316711464733,19.75
2012-05-17,4491970.220000001,1682044.46,2809925.76,19988,4,36.62491919811416,17.0
2012-05-18,8561327.47875,2847834.21875,5430137.305,24215,3,34.250065072199625,26.0
2012-05-19,1074575.31,372667.42,701907.89,8017,3,31.347837973921244,35.333333333333336
2012-05-20,3486538.6399999997,1355262.9299999997,2131275.71,13398,3,36.30352161958334,26.666666666666668
2012-05-21,11174120.0475,3588035.01875,7056431.63,30736,5,37.62085736043631,24.8
2012-05-22,3523045.35,1596790.52,1926254.83,24847,5,43.91790328657272,25.6
2012-05-23,7005445.0,1630190.5300000003,5302857.135000001,33302,8,29.936131375215012,24.375
2012-05-24,5963157.91875,1257102.1099999999,3875399.4549999996,25573,4,29.57292558085705,21.0
2012-05-25,810458.0,349044.6,461413.4,3940,1,43.06757413709285,29.0
2012-05-26,4272565.08875,1322480.1387500002,2815991.655,17336,3,33.24192237582514,32.0
2012-05-27,4269530.65,786022.7,3483507.95,11307,4,22.1017039357,13.0
2012-05-28,4115031.85875,1106579.21,2712375.505,6677,1,26.89114563346636,21.0
2012-05-29,481798.35,147728.7,334069.65,5895,1,30.661935641747217,41.0
2012-05-30,1992830.2200000002,542014.8200000001,1450815.4,11738,2,27.73089599361816,37.0
2012-05-31,1018131.46,601028.83,417102.63,8473,2,54.0905275634657,22.5
2012-06-01,2249158.17,558364.1700000002,1690794.0,9273,2,25.315255075209716,20.5
2012-06-02,9201667.93,3081062.6899999995,6120605.24,30656,5,34.98461214627282,27.8
2012-06-03,12299213.0175,3838479.7299999995,7993444.33,42285,7,36.46702640814834,23.714285714285715
2012-06-04,1699455.4300000002,889990.74,809464.6900000001,24341,3,44.40327878463421,21.333333333333332
2012-06-05,4349093.91,1103941.3,3245152.61,21365,6,34.2968340940618,26.833333333333332
2012-06-06,3041044.66,1088924.82,1952119.84,19637,4,32.96948924522998,14.0
